Date	Open	High	Low	Close	AvgVol	AdjClose
1-Apr-05	1180.59	1191.88	1136.15	1156.85	2180315700.00	1156.85
2-May-05	1156.85	1199.56	1146.18	1191.50	1960127100.00	1191.50
1-Jun-05	1191.50	1219.59	1188.30	1191.33	1929251300.00	1191.33
1-Jul-05	1191.33	1245.15	1183.55	1234.18	1962713500.00	1234.18
1-Aug-05	1234.18	1245.86	1201.07	1220.33	1930243400.00	1220.33
1-Sep-05	1220.33	1243.13	1205.35	1228.81	2232144200.00	1228.81
3-Oct-05	1228.81	1233.34	1168.20	1207.01	2493393300.00	1207.01
1-Nov-05	1207.01	1270.64	1201.07	1249.48	2260836100.00	1249.48
1-Dec-05	1249.48	1275.80	1246.59	1248.29	2057125200.00	1248.29
3-Jan-06	1248.29	1294.90	1245.74	1280.08	2595998000.00	1280.08
1-Feb-06	1280.08	1297.57	1253.61	1280.66	2380568400.00	1280.66
1-Mar-06	1280.66	1310.88	1268.42	1294.87	2310510800.00	1294.87
3-Apr-06	1302.88	1318.16	1280.74	1310.61	2406755200.00	1310.61
1-May-06	1310.61	1326.70	1245.34	1270.09	2591135900.00	1270.09
1-Jun-06	1270.05	1290.68	1219.29	1270.20	2632855400.00	1270.20
3-Jul-06	1270.06	1280.42	1224.54	1276.66	2440476000.00	1276.66
1-Aug-06	1278.53	1306.74	1261.30	1303.82	2280876500.00	1303.82
1-Sep-06	1303.80	1340.28	1290.93	1335.85	2563743500.00	1335.85
2-Oct-06	1335.82	1389.45	1327.10	1377.94	2708938600.00	1377.94
1-Nov-06	1377.76	1407.89	1360.98	1400.63	2826198000.00	1400.63
1-Dec-06	1400.63	1431.81	1385.93	1418.30	2462849000.00	1418.30
3-Jan-07	1418.03	1441.61	1403.97	1438.24	2983144500.00	1438.24
1-Feb-07	1437.90	1461.57	1389.42	1406.82	2935275700.00	1406.82
1-Mar-07	1406.80	1438.89	1363.98	1420.86	3205736800.00	1420.86
2-Apr-07	1420.83	1498.02	1416.37	1482.37	3006294500.00	1482.37
1-May-07	1482.37	1535.56	1476.70	1530.62	3104253600.00	1530.62
1-Jun-07	1530.62	1540.56	1484.18	1503.35	49060300.00	1503.35
29-Jun-07	1505.70	1517.53	1493.61	1503.35	6330820000.00	1503.35
2-Jul-07	1504.66	1555.90	1454.25	1455.27	3564664200.00	1455.27
1-Aug-07	1455.18	1503.89	1370.60	1473.99	4091885600.00	1473.99
4-Sep-07	1473.96	1538.74	1439.29	1526.75	3196581500.00	1526.75
1-Oct-07	1527.29	1576.09	1489.56	1549.38	3477202100.00	1549.38
1-Nov-07	1545.79	1545.79	1406.10	1481.14	4317578500.00	1481.14
3-Dec-07	1479.63	1523.57	1435.65	1468.36	3363127500.00	1468.36
2-Jan-08	1467.97	1471.77	1270.05	1378.55	4925982300.00	1378.55
1-Feb-08	1378.60	1396.02	1316.75	1330.63	4148143000.00	1330.63
3-Mar-08	1330.45	1359.68	1256.98	1322.70	4661172000.00	1322.70
1-Apr-08	1326.41	1404.57	1324.35	1385.59	4113069000.00	1385.59
1-May-08	1385.97	1440.24	1373.07	1400.38	4039814700.00	1400.38
2-Jun-08	1399.62	1404.05	1272.00	1280.00	4840303300.00	1280.00
1-Jul-08	1276.69	1292.17	1200.44	1267.38	5923937200.00	1267.38
1-Aug-08	1269.42	1313.15	1247.45	1282.83	4264482300.00	1282.83
2-Sep-08	1287.83	1303.04	1106.42	1166.36	6900428500.00	1166.36
1-Oct-08	1164.17	1167.03	839.80	968.75	7226593900.00	968.75
3-Nov-08	968.67	1007.51	741.02	896.24	6231635200.00	896.24
1-Dec-08	888.61	918.85	815.69	903.25	5320791300.00	903.25
2-Jan-09	902.99	943.85	804.30	825.88	5844561500.00	825.88
2-Feb-09	823.09	875.01	734.52	735.09	7022036200.00	735.09
2-Mar-09	729.57	832.98	666.79	797.87	7633306300.00	797.87
1-Apr-09	793.59	888.70	783.32	872.81	6938945600.00	872.81
1-May-09	872.74	930.17	866.10	919.14	6883268000.00	919.14
1-Jun-09	923.26	956.23	888.86	919.32	5330941800.00	919.32
1-Jul-09	920.82	996.68	869.32	987.48	5080675400.00	987.48
3-Aug-09	990.22	1039.47	978.51	1020.62	5764944200.00	1020.62
1-Sep-09	1019.52	1080.15	991.97	1057.08	5633064200.00	1057.08
1-Oct-09	1054.91	1101.36	1019.95	1036.19	5451064000.00	1036.19
2-Nov-09	1036.18	1113.69	1029.38	1095.63	4443852500.00	1095.63
1-Dec-09	1098.89	1130.38	1085.89	1115.10	4163287200.00	1115.10
4-Jan-10	1116.56	1150.45	1071.59	1073.87	5071601500.00	1073.87
1-Feb-10	1073.89	1112.42	1044.50	1104.49	4658238400.00	1104.49
1-Mar-10	1105.36	1180.69	1105.36	1169.43	4702951700.00	1169.43
1-Apr-10	1171.23	1219.80	1170.69	1186.69	5847150900.00	1186.69
3-May-10	1188.58	1205.13	1040.78	1089.41	6626699400.00	1089.41
1-Jun-10	1087.30	1131.23	1028.33	1030.71	5235174000.00	1030.71
1-Jul-10	1031.10	1120.95	1010.91	1101.60	4704026600.00	1101.60
2-Aug-10	1107.53	1129.24	1039.70	1049.33	4044967700.00	1049.33
1-Sep-10	1049.72	1157.16	1049.72	1141.20	3993981400.00	1141.20
1-Oct-10	1143.49	1196.14	1131.87	1183.26	4432102300.00	1183.26
1-Nov-10	1185.71	1227.08	1173.00	1180.55	4354084200.00	1180.55
1-Dec-10	1186.60	1262.60	1186.60	1257.64	3762922700.00	1257.64
3-Jan-11	1257.62	1302.67	1257.62	1286.12	4816605000.00	1286.12
1-Feb-11	1289.14	1344.07	1289.14	1327.22	3225297300.00	1327.22
1-Mar-11	1328.64	1332.28	1249.05	1325.83	4046691700.00	1325.83
1-Apr-11	1329.48	1364.56	1294.70	1363.61	4042194000.00	1363.61
2-May-11	1365.21	1370.58	1311.80	1345.20	4114534200.00	1345.20
1-Jun-11	1345.20	1345.20	1258.07	1320.64	4105601300.00	1320.64
1-Jul-11	1320.64	1356.48	1282.86	1292.28	4308168000.00	1292.28
1-Aug-11	1292.59	1307.38	1101.54	1218.89	4942913400.00	1218.89
1-Sep-11	1219.12	1229.29	1114.22	1131.42	5104933800.00	1131.42
3-Oct-11	1131.21	1292.66	1074.77	1253.30	4874946600.00	1253.30
1-Nov-11	1251.00	1277.55	1158.66	1246.96	4288791900.00	1246.96
1-Dec-11	1246.91	1269.37	1202.37	1257.60	3667346600.00	1257.60
3-Jan-12	1258.86	1333.47	1258.86	1312.41	4190155500.00	1312.41
1-Feb-12	1312.45	1378.04	1312.45	1365.68	4143404000.00	1365.68
1-Mar-12	1365.90	1419.15	1340.03	1408.47	3980752200.00	1408.47
2-Apr-12	1408.47	1422.38	1357.38	1397.91	3916786000.00	1397.91
1-May-12	1397.86	1415.32	1291.98	1310.33	4158095900.00	1310.33
1-Jun-12	1309.87	1363.46	1266.74	1362.16	4103472300.00	1362.16
2-Jul-12	1362.33	1391.74	1325.41	1379.32	3663113300.00	1379.32
1-Aug-12	1379.32	1426.68	1354.65	1406.58	3183567800.00	1406.58
4-Sep-12	1406.54	1474.51	1396.56	1440.67	3857553100.00	1440.67
1-Oct-12	1440.90	1470.96	1403.28	1412.16	3587115700.00	1412.16
1-Nov-12	1412.20	1434.27	1343.35	1416.18	3593110000.00	1416.18
3-Dec-12	1416.34	1438.59	1398.23	1419.45	3776600000.00	1419.45
